Codigo;DescripciÃƒÂ³n de artÃƒÂ­culo;Cod Barra;Peso;Cupo;Cod Jerarq 4;CÃƒÂ³digos de artÃƒÂ­-culos alternativos;Descrip 3 Artic;Familia Envase
46321;Pan Blanco Sin Bordes 430g Id;7803403001840;430;12;72 BG;46321;BG;BANDEJAS
46330;Pan Integral Sin Bordes 430g Id;7803403001857;430;12;72 BG;46330;BG;BANDEJAS
46338;Pan Integral 380g Fuc;7803480001061;380;13;72 BG;46338;BG;BANDEJAS
4635;Galletas Chia y Arandanos 220g SAN;7730154004434;220;24;64 CG;4635;CG;CORRUGADO
4660;Hot Dog 19cm 8p 530g Bol HOU;7803473046604;530;6;72 BG;4660;BG;BANDEJAS
4688;Pan Blanco 1p 380g Bolsa ID;7803473212054;380;13;72 BG;4688;BG;BANDEJAS
4690;Pan Blanco Sandwich 700g Id;7803473212238;700;8;72 BG;4690;BG;BANDEJAS
4697;Queque Clasico 225g CEN;7803473300034;225;21;72 BG;4697;BG;BANDEJAS
47741;Pan Blco Gde 1p 560g Bolsa CEN;7803473000873;560;10;72 BG;47741;BG;BANDEJAS
48069;Pan Molde Blanco Artesano 500g ID;7803480000705;500;10;72 BG;48069;BG;BANDEJAS
48558;Rayita Frutilla 2P 60G Mla;78034730042770;60;90;72 BG;48558;BG;BANDEJAS
48559;Rayita Tropical 2p 60g MLA;7803473004284;60;94;72 BG;48559;BG;BANDEJAS
48825;Alfi 4p 120g MLA;7803473002044;120;45;120 BCH;48825;BCH;BANDEJAS
48826;Mankeke 5p 125g MLA;7803473002105;125;26;72 BG;48826;BG;BANDEJAS
48827;Rayita 4p 120g MLA;7803473002051;120;37;72 BG;48827;BG;BANDEJAS
48828;Rollo 2p 100g MLA;7803473002075;100;66;72 BG;48828;BG;BANDEJAS
48829;Tkch 2p 100g MLA;7803473002099;100;66;72 BG;48829;BG;BANDEJAS
48890;Takis Xplosion 1p 90g FLOW BAR;757528023843;90;18;104 CU;48890;CU;CAJAS
4895;Pinguinos Enamorados 3p 120g MLA;7803473004383;120;40;72 BG;4895;BG;BANDEJAS
49215;Alfajor Pack Brandy 6p 270g LDS;7803400001065;270;36;72 BG;49215;BG;BANDEJAS
49216;Alfajor Pack Clasico 6p 270g LDS;7803400001058;270;36;72 BG;49216;BG;BANDEJAS
500853;Rollo 12p 600g Dpy MLA;7803473004765;600;12;72 BG;500853;BG;BANDEJAS
500854;Tkch 1p 44g MLA;7803473004772_1;44;12;72 BG;500854;BG;BANDEJAS
500857;Pizza Piedra 2p 270g ID;7803403002502;270;20;72 BG;500857;BG;BANDEJAS
500867;Mankeke Manjar 4p 100g Tira MLA;7803473004925;100;30;72 BG;500867;BG;BANDEJAS
500871;Pinguinos 3p 120g Tira MLA;7803473004918;120;25;72 BG;500871;BG;BANDEJAS
500873;Rayita 3p 90g Tira MLA;7803473542199;90;45;72 BG;500873;BG;BANDEJAS
500893;Paneton Frutado 500g EXP CHI ID;77507270061121;500;12;30 CG;500893;CG;CORRUGADO
500894;Salmas Horneadas 8p 144g Cj EXP CHI SAN;77507270058251;144;28;64 CG;500894;CG;CORRUGADO
500903;Pizza Francesa 2p 500g ID;7803403002458;500;15;72 BG;500903;BG;BANDEJAS
500997;Mil Hojas 12p 960g ADP;78034030020143;950;12;72 BG;500997;BG;BANDEJAS
501003;Rayita Twinkies 32p 960g CJ MLA;7803473004970;960;1;250 CC;501003;CC;CORRUGADO
501004;Alfi 60p 2700g Cj MLA;7803473004987;2700;1;250 CC;501004;CC;CORRUGADO
501005;Hit Marinela Cj 144p 3600g MLA;7730476008790_1;3600;1;90 CME;501005;CME;CORRUGADO
501006;Laguito 36p 2520g Cj LDS;7803403002519;2520;1;250 CC;501006;CC;CORRUGADO
501074;Gansito 18p 900g Dpy MLA;7803473004956;945;6;48 CME;501074;CME;CORRUGADO
501075;Rayita 12p 720g Dpy MLA;7803473004963;720;6;48 CME;501075;CME;CORRUGADO
501076;Mankeke 12p 600g Dpy MLA;7803473004949;600;6;48 CME;501076;CME;CORRUGADO
501077;Pinguinos 8p 640g Dpy MLA;7803473004932;640;6;48 CME;501077;CME;CORRUGADO
501085;Sandwichera Osito Mas Pan Xl 750g ID;7803403002472;750;2;72 BG;501085;BG;BANDEJAS
501086;Sandwichera Osito Mas Artesano 500g ID;7803403002526;500;2;72 BG;501086;BG;BANDEJAS
501090;Gansito 100p 5000g Cj MLA;7803473005014;5000;1;48 CG;501090;CG;CORRUGADO
501091;Rollo 132p 6600g Cj MLA;78034730047650;6600;1;48 CG;501091;CG;CORRUGADO
501092;Tckh 144p 6336g Cj MLA;78034730047720;6336;1;48 CG;501092;CG;CORRUGADO
501094;Mankeke choco 2p 50g MLA;78034730049940;50;72;48 CME;501094;CME;CORRUGADO
501099;Pan Hamburguesa 4in 8p 520g HOU;7803473005045;520;6;72 BG;501099;BG;BANDEJAS
501100;Pan Hamburguesa 5in 8p 640g HOU;7803473005052;640;6;72 BG;501100;BG;BANDEJAS
501103;Pan Pascua Receta Original 600g ADP;7803403002533;600;12;72 BG;501103;BG;BANDEJAS
501107;Pan Artesano Hamburguesa 8p 720g BOL ID;7803403002588;720;5;72 BME;501107;BME;BANDEJAS
501108;Mil Hojas Frambuesa 6p 280g Bolsa ADP;7803473005021;280;22;48 BG;501108;BG;BANDEJAS
501112;Madalena Vainilla EXPO 1p 225g FLOW ID;7793890252156;225;10;72 CME;501112;CME;CORRUGADO
501113;Madalena Marmolada EXPO 1p 225g FLOW ID;7793890252132;225;10;72 CME;501113;CME;CORRUGADO
501114;Madalena Rellen DDL EXPO 1p 220g FLOW ID;7793890252149;220;10;72 CME;501114;CME;CORRUGADO
501115;Budin Fruta EXPO 1p 200gr FLOW ID;7793890252125;200;15;105 CC;501115;CC;CORRUGADO
501116;Pan Dulce Fruta Confitada 500g ID;7750727006115;500;12;30 CG;501116;CG;CORRUGADO
501117;Budin Vainilla EXPO 1p 200gr FLOW ID;7793890252095;200;15;105 CC;501117;CC;CORRUGADO
501118;Budin Marmolado EXPO 1p 200gr FLOW ID;7793890252101;200;15;105 CC;501118;CC;CORRUGADO
501119;Budin Limon EXPO 1p 200gr FLOW ID;7793890252118;200;15;105 CC;501119;CC;CORRUGADO
501144;Pinguinos 2p 80g RRP MLA;78034735421820;80;48;48 CME;501144;CME;CORRUGADO
501145;Mankeke 2p 50g RRP MLA;78034732412520;50;72;48 CME;501145;CME;CORRUGADO
501146;Gansito 1p 50g RRP MLA;78034735431890;50;108;48 CME;501146;CME;CORRUGADO
501147;Rayita 2p 60g RRP MLA;78034730032320;60;72;48 CME;501147;CME;CORRUGADO
501166;Rollo 1p 50g MLA;7803473004741;50;144;72 BG;501166;BG;BANDEJAS
501167;Tkch 1p 44g MLA;7803473004758;44;144;72 BG;501167;BG;BANDEJAS
501168;Rayita Frutilla 2p 60g ASS MLA;7803473004277;60;94;72 BG;501168;BG;BANDEJAS
501169;Mankeke Choco 2p 50g ASS MLA;7803473004994;50;104;72 BG;501169;BG;BANDEJAS
501211;Princip Vainill Choco 8p 84g EXP CHI MLA;74410295046131;84;79;70 CME;501211;CME;CORRUGADO
501212;Principe Choc Bco 8p 84g EXP CHI MLA;74410295152681;84;79;70 CME;501212;CME;CORRUGADO
501213;Principe Limon 8p 84g EXP CHI MLA;74410295061811;84;79;70 CME;501213;CME;CORRUGADO
501565;Magdalena Tres Leches 6p 240g ME CEN;7803473005076;240;20;72 CG;501565;CG;CORRUGADO
501566;Kekeke 4p 320g ME MLA;7803473005083;320;20;72 BG;501566;BG;BANDEJAS
501567;Kequito Vainilla 5p 100g ME ID;7803403002601;100;27;72 BG;501567;BG;BANDEJAS
501601;Alfi SP 3p 60g BOLSA MLA;7803473002020;60;120;120 BCH;501601;BCH;BANDEJAS
501856;Hit Marinela As 1p 25g MLA;77304760086530;25;144;90 CME;501856;CME;CORRUGADO
501860;Pan Frica Tradicional 4p 316g ID;7803403002618;316;10;72 BG;501860;BG;BANDEJAS
501866;Pan Completo XL 6p 528g BOLSA ID;7803403002632;528;9;72 BME;501866;BME;BANDEJAS
501873;Salmas Horneadas 12p 216g EXP CHI SAN;17750727006662;216;14;80 CG;501873;CG;CORRUGADO
501989;Kekeke 6p 80g Dpy MLA;7803473005069;80;66;72 BG;501989;BG;BANDEJAS
501995;Mr Brown Chips 1p 52g MLA;7803473005137;52;150;72 BG;501995;BG;BANDEJAS
501996;Mr Brown Nuez 1p 52g MLA;7803473005144;52;150;72 BG;501996;BG;BANDEJAS
502049;Pan Hot Dog XL 6p 528g HOU;7803473005243;84;9;72 BG;502049;BG;BANDEJAS
502108;Principe Limon 8p 84g Dpy MLA;74410295061812;84;72;70 CME;502108;CME;CORRUGADO
502109;Principe Vainilla Chocol 8p 84g Dpy MLA;74410295046132;84;72;70 CME;502109;CME;CORRUGADO
502110;Principe Chocolate Bco 8p 84g Dpy MLA;74410295152682;84;72;70 CME;502110;CME;CORRUGADO
502138;Pan Hamburguesa Brioche 8p 520g ID;7803480001160;520;9;60 BG;502138;BG;BANDEJAS
502139;Salchicha Trad SJ 5p 250g BOLSA NP;7801907008402;250;20;48 CT;502139;CT;CAJAS
502140;Pan Hamburguesa 5in 20p 1600g HOU;7803473005281;1600;1;100 BCH;502140;BCH;BANDEJAS
502141;Pan Hamburguesa 4in 30p 1950g HOU;7803473005274;1950;1;100 BCH;502141;BCH;BANDEJAS
502146;Lonchera Osito Bimbo 300g ID;7803403002663;300;36;16 CME;502146;CME;CORRUGADO
502611;MrBrown Nuez ASS 4p 208g Cj MLA;7803473005304;208;34;48 BG;502611;BG;BANDEJAS
502612;MrBrown Chips ASS 4p 208g Cj MLA;7803473005298;208;34;48 BG;502612;BG;BANDEJAS
502614;Pan Hamburguesa 4 Brioche 30p 1950g HOU;7803473005335;1950;1;100 BCH;502614;BCH;BANDEJAS
502615;Pan Hamburguesa 5 Brioche 20p 1600g HOU;7803473005328;1600;1;100 BCH;502615;BCH;BANDEJAS
502616;Pan Blanco 43 Calorias 497g Bolsa ID;7803403002649;497;10;60 BG;502616;BG;BANDEJAS
502618;Pan Artesano Integ Miel 500g 1p Bol ID;7803480001146;500;10;60 BG;502618;BG;BANDEJAS
502656;Chileno 1p 30g BOLSA NUR;7803525999315;30;160;60 CME;502656;CME;CORRUGADO
502657;Braunichoc 1p BOLSA 35g NUR;7803525000431;35;144;63 CME;502657;CME;CORRUGADO
502658;Alfajor Chileno 1p 43g Bolsa NUR;7803525400668;43;144;63 CME;502658;CME;CORRUGADO
502659;Brownie 1p 62g Bolsa NUR;7803525000387;62;72;54 CME;502659;CME;CORRUGADO
502660;Brownie Chip 1p 62g Bolsa NUR;7803525999568;62;72;54 CME;502660;CME;CORRUGADO
502661;Brownie Sin Azucar 1p 50g Bolsa NUR;7803525000851;50;72;63 CME;502661;CME;CORRUGADO
502662;Delicia Frambuesa 1p 40g Bolsa NUR;7803525400651;40;144;63 CME;502662;CME;CORRUGADO
502663;Galleta Amapola 1p 32g Bolsa NUR;7803525000967;32;72;54 CME;502663;CME;CORRUGADO
502664;Galleta Chocochip 16 1200g Dpy NUR;7803525000790;75;48;70 CME;502664;CME;CORRUGADO
502665;Galletas Aven Choc 1p 50g Dpy NUR;7803525000875;50;60;100 CME;502665;CME;CORRUGADO
502666;Galletas Aven Manzan 1p 50g Dpy NUR;7803525000882;50;60;100 CME;502666;CME;CORRUGADO
502667;Galletas Aven Pasa 12p 600g Dpy NUR;7803525000929;50;60;100 CME;502667;CME;CORRUGADO
502668;Queque Marmol 1p 70g Bolsa NUR;7803525000974;70;72;60 CME;502668;CME;CORRUGADO
502669;Galleta Almendr S Azucar 1p 40g Gnrl NUR;7803525000806;40;40;170 CME;502669;CME;CORRUGADO
502670;Galleta Avena Chocolate 1p 175g Grnl NUR;7803525999780;175;20;100 CME;502670;CME;CORRUGADO
502671;Galleta Avena Manzana 1p 175g Tubo NUR;7803525999797;175;20;100 CME;502671;CME;CORRUGADO
502672;Galleta Avena Pasas 1p 175g Tubo NUR;7803525999803;175;20;100 CME;502672;CME;CORRUGADO
502673;Galleta Chip Choc S Azu 1p 40g BOLSA NUR;7803525000813;40;40;170 CME;502673;CME;CORRUGADO
502674;Galleta Digest SA Choco 1p 39g BOLSA NUR;7803525999650;39;40;100 CME;502674;CME;CORRUGADO
502675;Gllta Dig S A Linaz Chia 1p 39g Grnl NUR;7803525999643;39;40;100 CME;502675;CME;CORRUGADO
502676;Galleta Dige S Azucar 1p 39g BOLSA NUR;7803525999056;39;40;100 CME;502676;CME;CORRUGADO
502677;Galleta Almendra S Azuc 1p 128g Grnl NUR;78035259993911;128;20;100 CME;502677;CME;CORRUGADO
502678;Galleta Chip Choc SA 1p 128g TUBO NUR;78035259994071;128;20;100 CME;502678;CME;CORRUGADO
502679;Galleton Almendra 1p 40g Grnl NUR;7803525999957;40;60;100 CME;502679;CME;CORRUGADO
502680;Galleton Avena/Manzana 1p 40g BOLSA NUR;7803525999964;40;60;100 CME;502680;CME;CORRUGADO
502681;Galleton Avena/Pasas 1p 40g BOLSA NUR;7803525999971;40;60;100 CME;502681;CME;CORRUGADO
502682;Galleton Chocolate Chip 1p 40g BOLSA NUR;7803525999933;40;60;100 CME;502682;CME;CORRUGADO
502683;Pack Alfajor Chileno 6p 270g ME NUR;7803525000646;270;20;60 CG;502683;CG;CORRUGADO
502684;Pack Braunichoc 6p 210g ME NUR;7803525000417;210;15;60 CG;502684;CG;CORRUGADO
502685;Pack Brownie 4p 248g ME NUR;7803525400743;248;8;100 CG;502685;CG;CORRUGADO
502686;Pack Brownie Chip 4p 248g ME NUR;7803525999582;248;8;100 CG;502686;CG;CORRUGADO
502687;Pack Brownie Sin Azucar 4p 200g ME NUR;7803525999735;200;8;100 CG;502687;CG;CORRUGADO
502688;Pack Delicias Frambuesa 6p 252g ME NUR;7803525000653;252;20;60 CG;502688;CG;CORRUGADO
502689;Pack Digestive Sin Azucar 4p 156g ME NUR;7803525999322;156;18;60 CME;502689;CME;CORRUGADO
502690;Pack Gall Diges Chi Linaz 4p 156g ME NUR;7803525999711;156;18;60 CME;502690;CME;CORRUGADO
502691;Pack Gall Diges Choco 4p 156g ME NUR;7803525999728;156;18;60 CME;502691;CME;CORRUGADO
502692;Pack Premium 1p 200g ME NUR;7803525000899;200;8;100 CME;502692;CME;CORRUGADO
502693;Pack Prem Queque Familiar 1p 500g ME NUR;7803525999759;500;10;54 CG;502693;CG;CORRUGADO
502694;Pack Semanal 6p 207g ME NUR;7803525400729;207;8;100 CME;502694;CME;CORRUGADO
502695;Pack Swett Life 1p 240g ME NUR;7803525000936;240;8;100 CME;502695;CME;CORRUGADO
502696;Pan Naranja 1p 900g CJA NUR;7803525000011;900;6;63 CME;502696;CME;CORRUGADO
502697;Pan Pascua 1p 500g BOLSA NUR;7803525400422;500;12;63 CME;502697;CME;CORRUGADO
502698;Pan Pascua 1p 900g Grnl NUR;7803525111106;900;8;60 CME;502698;CME;CORRUGADO
502699;Quequ Vainill Sweet Life 1p 40g Grnl NUR;7803525000844;40;140;60 CME;502699;CME;CORRUGADO
502700;Quequ Fam Marmol Prem 1p 250g Grnl NUR;7803525999704;250;16;63 CG;502700;CG;CORRUGADO
502701;Queque Fam Brownie Prem 1p 250g Grnl NUR;7803525999681;250;16;63 CG;502701;CG;CORRUGADO
502702;Queque Fam Nja  Prem 1p 250g BOLSA NUR;7803525999674;250;16;63 CG;502702;CG;CORRUGADO
502703;Queque Fam S Azcar Brow 1p 250g Grnl NUR;7803525001001;250;16;63 CG;502703;CG;CORRUGADO
502704;Queque Fam Zan Prem 1p 250g BOLSA NUR;7803525001018;250;16;63 CG;502704;CG;CORRUGADO
502705;Queque Muffin Zanahoria 1p 70g BOLSA NUR;7803525999841;70;30;100 CME;502705;CME;CORRUGADO
502706;Queque Sponge Naranja 1p 60g BOLSA NUR;7803525400002;60;30;100 CME;502706;CME;CORRUGADO
502707;Quequito Chocolate 1p 25g BOLSA NUR;7803525000127;25;130;60 CME;502707;CME;CORRUGADO
502708;Quequito Vainilla 1p 25g BOLSA NUR;7803525000103;25;130;60 CME;502708;CME;CORRUGADO
502709;Alfajor Chileno 3p 135g Tira NUR;78045200;135;25;100 CME;502709;CME;CORRUGADO
502710;Braunichoc 3p 105g Tira NUR;7803525000363;105;20;100 CME;502710;CME;CORRUGADO
502711;Delicia Frambuesa 3p 126g Tira NUR;7803525045234;126;25;100 CME;502711;CME;CORRUGADO
502712;Galleta Almendra 2p 80g Tira NUR;7803525000714;80;30;100 CME;502712;CME;CORRUGADO
502713;Galleta Avena Manzana 2p 80gTira NUR;7803525000721;80;30;100 CME;502713;CME;CORRUGADO
502714;Galleta Avena Pasas 2p 80g Tira NUR;7803525000738;80;30;100 CME;502714;CME;CORRUGADO
502715;Galleta Chocolate Chip 2p 80g Tira NUR;7803525000707;80;30;100 CME;502715;CME;CORRUGADO
502716;Queque Brownie 2p 124g Tira NUR;7803525000271;124;18;100 CME;502716;CME;CORRUGADO
502717;Queque Brownie ChipChoc 2p 124g Tira NUR;7803525999605;124;18;100 CME;502717;CME;CORRUGADO
502718;Queque Marmol 2p 140g Tira NUR;7803525000042;140;18;100 CME;502718;CME;CORRUGADO
502719;Quequito Vainilla 3p 75g Tira NUR;7803525000110;75;20;100 CME;502719;CME;CORRUGADO
502722;Pre Pizza American Style 1p 450g Flow ID;7803403002694;450;12;48 BG;502722;BG;BANDEJAS
502723;Pan Arabe Blanco 6p 450g Bolsa ID;7803403002670;450;18;48 BG;502723;BG;BANDEJAS
502724;Pan Arabe Integral 6p 450g Bolsa ID;7803403002687;450;18;48 BG;502724;BG;BANDEJAS
502727;Pan Integral Ed.Ltda 1p 520g Bolsa Fuc;7803480001207;520;10;60 BG;502727;BG;BANDEJAS
502728;Pan Blanco Ed.Ltda 1p 500g Bolsa ID;7803403002779;500;10;60 BG;502728;BG;BANDEJAS
502730;Alfajor Amargo 6p 270g Dpy LDS;7803400001539;270;36;48 BG;502730;BG;BANDEJAS
502731;Alfajor Blanco 6p 270g Dpy LDS;7803400001522;270;36;48 BG;502731;BG;BANDEJAS
502732;Alfajor Amargo 1p 45g Bolsa LDS;7803400001577;45;180;48 BG;502732;BG;BANDEJAS
502733;Alfajor Blanco 1p 45g Bolsa LDS;7803400001560;45;180;48 BG;502733;BG;BANDEJAS
502734;Mil Hojas Framb 1p 80g Dpy ADP;7803403002731;80;144;48 BG;502734;BG;BANDEJAS
502735;Pinguino 6p 240g ME MLA;7803473005311;240;20;48 BG;502735;BG;BANDEJAS
502736;Rayita Frutillas 6p 180g ME MLA;7803473005397;180;24;48 BG;502736;BG;BANDEJAS
502737;Pinguino Check Out 6p 240g Dpy MLA;7803473005113;240;120;48 BG;502737;BG;BANDEJAS
502739;Pinguino Black White 2p 80g Dpy MLA;7803473005359;80;48;48 CME;502739;CME;CORRUGADO
502740;Mankeke Check Out 6p 150g MLA;7803473005120;150;120;48 BG;502740;BG;BANDEJAS
502741;Tortilla mexican spicy 8p 260g Bolsa TR;7803473005410;260;18;48 BG;502741;BG;BANDEJAS
502742;Rapidita Mix Verduras 8p 200g Bolsa ID;7803403002700;200;27;48 BG;502742;BG;BANDEJAS
502743;Rapidita Multigranos 8p 200g Bolsa ID;7803403002717;200;27;48 BG;502743;BG;BANDEJAS
502744;Chipspdp ASS 1p 800g Bolsa FUC;7803480001191;800;18;35 CG;502744;CG;CORRUGADO
502753;Alfajor Brandy CC 1p 45g Bolsa LDS;7803400001584;45;96;100 CME;502753;CME;CORRUGADO
502754;Alfajor Clasico CC 1p 45g Bolsa LDS;7803400001591;45;96;100 CME;502754;CME;CORRUGADO
502755;Pan Hamburguesa Artesano 8p 520g Bol ID;7803403002793;520;9;60 BG;502755;BG;BANDEJAS
502757;Pinguino Chocolate 6p 240g ME MLA;7803473005342;240;20;48 BG;502757;BG;BANDEJAS
502758;Cookie Va/Ch Coc 108p 3.78Kg ID;7793890253375;3780;108;120 CT;502758;CT;CAJAS
502759;Cookie Ch/Ch Coc 108p 3.78kg CJA ID;7793890253382;3780;108;120 CT;502759;CT;CAJAS
502765;Tortilla Burrera Cons 8p 350g CJ TR;17803403000192;350;18;30 CG;502765;CG;CORRUGADO
502766;Tortilla Grandota Cons 8p 620g CJ TR;17803403002301;620;12;30 CG;502766;CG;CORRUGADO
502774;Pelota Roja 1p 220g Bolsa ID;7803473005458;220;1;45 CC;502774;CC;CORRUGADO
502779;Alfajor Blanco CC 1p 45g Bolsa LDS;7803400001621;45;96;100 CME;502779;CME;CORRUGADO
502793;Lonchera Pan Blanco 1p 580g Bolsa ID;7803403002823;580;2;60 BG;502793;BG;BANDEJAS
502794;Paleta Cama Inflable 1p 852g Bolsa ID;7803403002854;852;1;45 CME;502794;CME;CORRUGADO
502795;Sandwicheras Osito 1p 580g Bolsa ID;7803403002830;580;2;60 BG;502795;BG;BANDEJAS
502833;Mil Hojas ASS 1p 225g Bolsa ADP;7803403002946;225;22;48 BG;502833;BG;BANDEJAS
502852;Pinguino Hallowen 2p 80g FLOW MLA;7803473005502;80;48;48 CME;502852;CME;CORRUGADO
502861;Hamburguesa 4 CMaiz 30p 1800g PPack HOU;7803403002953;1800;2;60 BG;502861;BG;BANDEJAS
502895;Takis 180p 50400g Chip BAR;7803403002960;50400;1;1 CU;502895;CU;CAJAS
502896;Barra Arandanos 1p 35g Flow NUR;7793890254297;35;132;80 CC;502896;CC;CORRUGADO
502897;Barra Chocolate 1p 39g Flow NUR;7793890254303;39;132;80 CC;502897;CC;CORRUGADO
502900;Barra Arandanos 12p 420g CJA NUR;7793890254334;420;11;80 CC;502900;CC;CORRUGADO
502901;Barra Chocolate 12p 468g CJ NUR;7793890254341;468;11;80 CC;502901;CC;CORRUGADO
502924;Galleta Avena Choc 1p 50g Bolsa NUR;7803525999087-1;50;60;170 CME;502924;CME;CORRUGADO
502925;Galletas Aven Pasa 1p 50g Bolsa NUR;7803525999063-1;50;60;170 CME;502925;CME;CORRUGADO
502926;Galleta Chocochip 1p 75g Bolsa NUR;7803525000769;75;48;70 CME;502926;CME;CORRUGADO
502927;Pan Hamburguesa Sesamo 8p 650g BOLSA FUC;7803480001214;650;5;60 BME;502927;BME;BANDEJAS
502928;Pizza Rec TCeb Prom Det 2p 500g Flow ID;7803403002977;500;15;48 BG;502928;BG;BANDEJAS
502929;Pan Natura Multigrano 1p 580g BOLSA FUC;7803480001221;580;10;60 BG;502929;BG;BANDEJAS
502930;Pan Natura Semillas 1p 580g BOLSA FUC;7803480001238;580;10;60 BG;502930;BG;BANDEJAS
502931;Pan Natura Arandano Nuez 1p 600g BOL FUC;7803480001245;600;10;60 BG;502931;BG;BANDEJAS
502932;Pan Natura Cereales 1p 580g BOLSA FUC;7803480001252;580;10;60 BG;502932;BG;BANDEJAS
502933;Pan Cienpc Natural 1p 600g BOLSA ID;7803403002991;600;10;60 BG;502933;BG;BANDEJAS
502936;Pan Hamb Whop BK 5 20p 1600g PPACK HOU;7803473005571;1600;2;100 BCH;502936;BCH;BANDEJAS
502937;Pan Frica 5 cs 20p 1600g PPACK HOU;7803473005618;1600;2;100 BCH;502937;BCH;BANDEJAS
502938;Pan Frica 5 Sin Sesam 20p 1600g PPACK HOU;7803473005625;1600;2;100 BCH;502938;BCH;BANDEJAS
502939;Pan Frica 4 c s 30p 2100g PPACK HOU;7803473005588;2100;2;100 BCH;502939;BCH;BANDEJAS
502940;Pan Hamb BK 5 cses 20p 1650g PPACK HOU;7803473005632;1650;2;100 BCH;502940;BCH;BANDEJAS
502941;Pan Hamb Corn Dusted 20p 1700g PPACK HOU;7803473005649;1700;2;100 BCH;502941;BCH;BANDEJAS
502942;Pan Hamb 5 20p 1600g PPACK HOU;7803473005595;1600;2;100 BCH;502942;BCH;BANDEJAS
502943;Pan Hamb 5 Brioche 20p 1600g PPACK HOU;7803473005601;1600;2;100 BCH;502943;BCH;BANDEJAS
502944;Pan Hamb 4 Brioche 30p 1950g PPACK HOU;7803473005335_1;1950;2;100 BCH;502944;BCH;BANDEJAS
502966;Pan Pita Blanco 5p 215g Flow ID;7803403003011;215;30;100 BCH;502966;BCH;BANDEJAS
502967;Pan Pita Integral 5p 215g Film Flow ID;7803403003028;215;30;100 BCH;502967;BCH;BANDEJAS
502968;Pan Linaza Chia 1p 650g Bolsa FUC;7803480001269;650;10;60 BG;502968;BG;BANDEJAS
502969;Queso Gauda Laminado LN 14p 250g FLOW NP;7801907067775;250;8;48 CT;502969;CT;CAJAS
502970;Pan Zanahoria 1p 450g Bolsa FUC;7803480001276;450;12;60 BG;502970;BG;BANDEJAS
502973;Rollos Minix 8p 144g ME MLA;7803473005496;144;25;48 BG;502973;BG;BANDEJAS
502974;TKCH Minix 8p 160g ME MLA;7803473005489;160;25;48 BG;502974;BG;BANDEJAS
502975;Gansito 5p 250g ME MLA;7803473005557;250;30;48 BG;502975;BG;BANDEJAS
502987;Pan Artesano Blanco 1p 600g Bolsa ID;7803403003035;600;10;48 BG;502987;BG;BANDEJAS
502988;Pan Artesano Integral 1p 600g Bolsa ID;7803403003042;600;10;60 BG;502988;BG;BANDEJAS
502989;Muffin Zanahoria 1p 100g Bolsa NUR;7803525001025;100;22;100 CG;502989;CG;CORRUGADO
502990;Queso Mantecoso LN 14p 250g BOLSA NP;7801907067829;250;8;48 CT;502990;CT;CAJAS
502991;Muffin Selva Negra 1p 100g Bolsa NUR;7803525001049;100;22;100 CG;502991;CG;CORRUGADO
502992;Muffin Selva Negra 4p 400g ME NUR;7803525001070;400;10;60 CG;502992;CG;CORRUGADO
502993;Muffin Zanahoria 4p 400g ME NUR;7803525001056;400;10;60 CG;502993;CG;CORRUGADO
503006;Salmas Horneadas 1p 18g Flow SAN;658480001248;18;168;80 CG;503006;CG;CORRUGADO
503059;Pan de Pascua 500g Bolsa ADP;7803403003059;500;18;35 CG;503059;CG;CORRUGADO
503060;Pan de Pascua 500g Bolsa FUC;7803480001290;500;18;35 CG;503060;CG;CORRUGADO
503068;Alfajor Clasico 4p 180g Dpy LDS;7803400001645;180;36;192 BG;503068;BG;BANDEJAS
503117;Alfajor Brandy 4p 180g DPY LDS;7803400001652;180;36;48 BG;503117;BG;BANDEJAS
503122;Turron La Florencia 1p 500g CJ BOG;7750727010617;500;27;24 CG;503122;CG;CORRUGADO
503126;Magdalena Tres Leches 4p 200g ME ADP;7803403002984;201;14;80 CC;503126;CC;CORRUGADO
503133;Pan Artesano Blanco 450g 1p BOLSA ID;7803403003066;450;13;60 BG;503133;BG;BANDEJAS
503134;Pan Hamb 4BK Sesamo 30p 1650g PPACK HOU;7803473005687;1650;1;60 BCH;503134;BCH;BANDEJAS
503135;Pan Hamb 4BK DobCort 30p 2460gÃ‚Â PPACK HOU;7803473005694;2460;1;60 BCH;503135;BCH;BANDEJAS
503136;Pan Hamb 5BK Whopper 20p 1700g PPACK HOU;7803473005717;1700;1;60 BCH;503136;BCH;BANDEJAS
503137;Pan Frances 24p 1400gÃ‚Â PPACK HOU;7803473005700;1400;1;60 BCH;503137;BCH;BANDEJAS
503139;Pan de Pascua Chips Choc 500g Bolsa FUC;7803480001306;500;18;35 CG;503139;CG;CORRUGADO
503161;Pan Hot Dog Ed Ltda 6p 312g Bolsa ID;7803403003073;312;12;60 BG;503161;BG;BANDEJAS
503167;Mantequilla Campo LN 18p 125g CAP NP;7801907067768;125;8;20 CT;503167;CT;CAJAS
503169;Takis Blue Heat CH 1p 190g FLOW BAR;7803403003851;190;20;64 CT;503169;CT;CAJAS
503170;Braunichoc 4p 140g ME NUR;7803525001087;140;24;60 CG;503170;CG;CORRUGADO
503179;Salmas Horneadas 5p 90g CJ SAN EXP;17750727009816;90;28;105 CT;503179;CT;CAJAS
